500
0,18,73,98,9,33,16,64,98,58,61,84,49,27,13,63,4,50,56,78,98,99,1,90,58,35,93,30,76,14,41,4,3,4,84,70,2,49,88,28,55,93,4,68,29,98,57,64,71,30,45,30,87,29,98,59,38,3,54,72,83,13,24,81,93,38,16,96,43,93,92,65,55,65,86,25,39,37,76,64,65,51,76,5,62,32,96,52,54,86,23,47,71,90,100,87,95,48,12,57,85,66,14,100,21,67,51,48,63,94,4,61,6,40,91,79,76,75,51,83,22,22,65,30,2,99,26,70,71,30,52,66,45,74,46,59,35,85,71,78,94,1,50,95,66,17,67,100,72,27,55,8,62,47,73,71,26,65,53,63,46,54,45,1,69,70,80,79,43,59,77,4,30,82,23,71,75,24,12,71,33,5,87,10,11,3,58,2,97,97,36,32,35,15,80,24,45,38,9,22,21,33,68,22,85,35,83,92,38,59,90,42,64,61,15,4,40,50,44,54,25,34,14,33,94,66,27,78,56,3,29,3,51,19,5,93,21,58,91,65,87,55,70,29,81,89,67,58,29,68,84,4,51,87,74,42,85,81,55,8,95,39,17,28,7,40,10,10,40,39,96,21,54,73,33,17,2,72,5,76,28,73,59,22,100,91,80,66,5,49,26,45,13,27,74,87,56,76,25,64,14,86,50,38,65,64,3,42,79,52,37,3,21,26,42,73,18,44,55,28,35,87,13,49,71,45,88,69,63,99,69,31,9,93,6,11,18,22,22,69,28,35,98,43,77,65,33,48,44,44,15,38,31,78,100,92,63,18,75,71,99,14,42,6,53,10,49,19,17,44,15,79,76,49,10,74,71,29,73,11,35,47,38,73,69,15,59,36,14,6,38,2,79,86,2,12,53,15,6,25,31,76,54,21,15,58,22,88,31,21,96,14,56,49,70,38,71,33,92,62,41,13,27,84,41,6,4,2,38,93,77,41,58,51,41,52,9,9,41,77,59,15,33,28,80,100,70,89,61,85,46,34,24,70,27,40,26,32,47,11,36,12,97,58,12,84,74,83,44,30,50,40,6,42,24,41,75,39,32,43,13,70,79,75,77,12,32,29,3,32,52,10,35,71,10,94,10,3,82,2
18,0,38,97,46,64,61,20,13,65,100,42,10,66,86,23,23,100,20,19,41,40,14,91,66,78,38,17,27,19,70,93,5,100,41,80,87,71,96,89,27,23,39,56,69,21,7,92,86,32,33,100,9,88,58,56,71,33,70,57,69,59,2,51,44,22,34,63,4,83,54,74,3,8,89,46,75,18,76,17,18,34,36,51,73,52,23,79,12,30,63,1,23,68,41,65,84,57,88,82,94,29,31,41,64,88,62,29,92,53,44,72,79,94,84,36,83,29,7,10,98,66,83,48,21,66,99,27,40,39,89,39,71,48,22,90,90,95,60,77,11,16,78,66,74,49,23,20,33,55,28,73,93,97,7,64,88,51,92,82,45,50,66,22,70,94,6,68,12,33,81,13,35,95,11,18,100,79,85,88,90,11,57,31,49,56,51,22,42,57,17,80,63,28,16,56,77,69,53,16,85,38,36,32,49,96,72,1,25,68,57,75,3,4,81,78,32,34,27,23,37,19,70,26,35,40,75,97,33,88,58,22,70,46,63,54,16,99,27,74,50,27,37,14,4,16,73,96,2,70,38,87,98,93,84,18,10,65,48,74,40,56,65,87,46,98,68,42,1,16,57,92,58,45,40,70,52,44,94,88,74,64,15,83,49,49,27,72,1,36,82,77,93,95,94,66,26,60,77,67,53,96,92,40,90,22,58,80,86,68,26,47,68,1,87,50,75,55,52,44,80,75,94,90,96,9,64,96,32,82,84,38,81,3,53,93,81,20,82,100,51,35,23,99,10,100,78,2,45,34,91,53,88,70,39,20,60,34,63,22,60,66,6,35,66,13,96,76,55,9,46,9,85,57,3,22,65,91,21,89,12,52,82,89,36,78,39,27,68,27,31,43,35,9,10,90,67,85,48,60,66,72,95,7,22,39,84,95,92,72,35,46,79,95,30,51,72,52,23,62,34,79,43,92,29,34,79,91,32,85,4,80,52,41,56,98,32,35,25,10,81,94,22,75,57,75,94,19,78,34,59,68,21,18,100,18,92,57,47,40,97,52,31,15,92,27,92,88,40,9,14,30,51,42,64,13,24,6,8,77,3,97,28,88,5,64,91,68,93,79,57,44,85,36,16,79,89,23,13,29
73,38,0,52,30,64,58,49,97,22,30,31,37,60,71,75,50,28,58,92,34,43,64,76,15,28,11,6,2,1,62,41,50,75,37,26,52,21,98,83,20,4,2,50,19,86,70,8,73,49,33,17,11,60,84,39,2,5,69,8,68,17,6,36,100,16,56,12,25,4,64,82,17,96,36,88,25,85,58,50,43,81,35,34,83,82,32,32,8,76,76,23,45,55,78,90,72,82,67,8,46,71,53,69,26,92,69,55,85,9,92,35,96,79,93,97,10,33,23,13,20,8,27,55,6,7,82,12,66,61,65,48,13,41,6,17,69,5,57,86,17,51,98,91,58,4,95,68,35,12,33,42,11,39,5,50,8,94,34,41,95,17,34,49,15,87,39,13,55,32,65,72,27,43,44,66,51,75,62,14,17,84,58,68,72,93,75,90,67,69,4,38,96,21,26,48,50,67,42,13,53,45,17,74,9,6,39,84,69,41,54,39,41,46,35,42,96,96,67,65,2,68,16,20,41,94,42,42,74,9,58,36,62,59,47,95,49,11,75,8,18,7,68,63,74,33,32,90,74,96,44,47,83,48,52,40,60,77,44,69,65,22,4,19,33,88,29,73,18,15,24,99,53,94,80,7,13,70,88,35,92,14,27,34,9,81,74,68,83,11,10,28,83,23,66,56,3,76,48,63,91,37,29,26,77,64,31,55,58,87,47,70,25,62,93,10,33,53,26,2,96,69,99,49,66,63,10,52,79,66,75,75,55,6,46,59,1,25,39,90,89,83,1,70,16,39,66,96,41,100,70,83,74,71,37,68,53,70,67,53,78,81,75,40,58,39,17,65,57,76,18,71,99,21,33,82,2,55,95,85,73,5,48,54,52,37,85,97,86,3,12,12,1,50,35,60,35,48,82,96,62,99,44,50,59,15,62,46,19,54,19,3,23,34,48,17,76,37,53,34,66,37,95,54,89,36,56,43,100,63,28,92,63,52,92,55,12,9,17,27,20,30,94,4,14,33,20,62,100,13,52,84,93,24,1,12,55,79,7,71,28,69,55,45,7,84,14,95,71,87,54,86,95,16,34,88,36,23,62,91,7,28,87,83,12,50,16,86,58,38,88,66,64,51,15,78,62,14,20,50
98,97,52,0,79,90,26,22,67,33,54,96,69,37,64,82,70,28,98,80,44,63,14,2,97,94,85,45,91,35,8,70,81,57,39,98,13,30,66,36,35,91,32,53,19,17,33,25,53,72,81,77,8,69,78,66,20,53,35,36,62,90,40,35,63,28,64,48,77,61,31,44,23,78,98,24,95,75,89,58,69,20,8,65,42,68,89,18,83,98,28,41,80,64,62,43,16,17,18,90,33,29,12,82,69,90,7,73,23,88,15,29,73,26,65,73,85,40,55,42,1,100,3,40,79,29,11,96,29,36,88,81,44,35,77,93,67,49,3,16,43,45,18,15,33,99,19,88,74,6,45,10,12,93,14,39,41,32,35,68,7,47,4,11,18,52,48,93,82,89,31,13,87,43,36,2,66,42,15,46,83,93,17,78,35,52,12,87,74,80,93,68,61,73,54,69,51,39,29,81,39,71,18,7,77,66,15,23,31,28,56,36,70,3,33,69,35,68,34,61,17,52,91,14,96,48,9,84,70,47,70,72,93,65,88,75,4,80,40,58,88,17,20,10,75,19,87,28,62,99,43,47,38,21,20,49,57,52,16,77,19,35,38,86,88,82,78,2,69,2,83,17,49,96,72,13,59,4,100,56,77,87,55,36,48,53,52,78,60,7,13,61,100,5,83,91,90,1,6,15,76,18,68,66,98,46,71,35,73,84,46,61,90,32,80,31,14,72,46,21,15,100,6,91,41,55,94,45,33,85,81,99,8,79,56,54,49,46,38,97,44,57,90,31,82,79,67,19,8,44,87,15,66,23,70,83,81,63,44,97,91,16,75,3,62,27,50,81,23,51,92,30,13,32,43,43,85,32,87,60,96,61,48,64,84,99,85,93,25,56,57,52,70,16,74,63,35,17,20,2,49,54,14,4,84,10,24,59,99,49,86,65,37,20,20,68,14,33,3,60,51,82,91,95,30,69,90,51,1,70,32,55,21,85,23,44,85,31,10,100,69,72,21,23,49,75,3,66,28,55,31,6,67,93,25,90,65,89,79,84,69,10,32,51,100,60,16,73,83,7,50,12,72,13,83,62,6,67,31,100,2,3,40,60,36,93,54,22,77,18,72,91,41,99,69,82,58,65,54,71
9,46,30,79,0,22,90,51,90,50,26,64,36,47,20,34,73,36,23,100,93,80,11,94,47,44,19,34,33,33,45,50,36,73,60,2,20,17,33,29,26,10,75,69,80,26,70,55,92,31,74,18,71,59,51,92,26,11,81,10,20,86,8,4,96,52,49,54,88,18,76,77,17,87,69,70,10,31,49,18,37,26,85,93,51,46,96,23,29,39,91,19,45,63,69,38,12,66,39,27,91,60,3,38,80,76,14,79,48,97,57,33,80,8,7,41,21,17,81,14,15,56,82,76,32,96,27,65,65,51,16,91,28,50,85,67,18,92,75,33,93,1,92,16,26,98,73,49,85,62,70,79,30,35,5,82,22,86,86,71,65,30,53,36,99,85,54,52,35,64,13,86,17,24,72,3,59,97,6,63,28,51,94,69,44,32,13,10,87,96,6,55,57,25,23,77,65,25,66,50,67,47,26,30,47,85,76,97,100,9,44,7,59,6,79,23,19,37,61,6,75,65,9,73,51,12,52,66,74,83,39,51,35,46,61,7,71,62,3,55,39,76,96,41,20,77,76,72,36,9,78,100,47,54,51,67,4,74,75,15,5,74,68,2,13,43,44,48,97,71,5,82,48,75,10,63,82,11,70,58,43,65,70,1,21,42,47,28,19,75,19,76,14,52,41,66,54,47,44,34,78,48,5,92,9,99,81,32,34,97,51,71,37,74,80,11,10,91,22,35,53,11,17,37,71,93,83,34,31,27,13,36,93,62,7,95,66,39,27,70,10,71,41,44,38,67,18,5,57,47,96,5,4,41,54,96,21,72,6,91,76,90,85,81,68,55,24,26,30,15,76,17,76,65,16,93,35,59,26,8,47,59,43,79,93,46,29,82,2,2,63,5,22,33,71,6,2,30,98,11,68,23,5,68,26,27,57,37,32,63,65,48,42,51,84,10,25,77,24,25,88,80,39,75,55,79,61,47,3,63,3,14,85,81,74,86,80,56,91,75,44,44,10,83,54,25,90,66,64,78,73,85,71,65,62,77,88,95,74,99,58,78,61,22,35,87,68,39,73,98,51,78,70,34,33,40,2,78,97,6,59,59,46,30,66,57,27,90,61,43,90,81,19,50,56,7,83,15,46,2
33,64,64,90,22,0,33,97,70,95,7,40,49,2,42,44,40,76,7,27,92,11,43,16,86,83,9,17,100,89,38,53,78,44,30,4,83,90,89,24,97,99,97,65,96,74,83,47,39,38,49,54,68,60,10,26,53,30,78,6,80,31,81,29,32,92,51,49,27,80,20,93,39,96,93,47,1,92,91,88,40,57,64,22,87,19,4,48,56,71,44,66,63,41,78,15,75,83,38,71,85,36,55,2,40,97,12,82,63,15,65,29,78,96,83,96,34,56,48,30,7,14,77,66,66,66,21,17,38,7,9,28,1,87,8,55,94,92,3,9,8,2,5,69,44,43,3,79,2,72,28,61,26,35,38,75,71,67,33,30,24,27,51,8,31,72,90,58,5,43,42,53,16,3,73,24,65,82,12,98,24,28,29,23,39,13,8,41,93,19,9,57,20,30,6,96,37,45,8,76,12,57,26,30,86,24,16,8,26,7,96,94,15,12,96,29,37,92,33,68,55,32,93,5,93,33,98,25,42,45,46,59,98,85,79,49,87,50,12,55,32,63,44,23,78,84,15,31,10,99,56,36,69,39,43,97,48,53,59,47,46,41,51,61,66,3,48,17,39,22,39,73,17,71,92,94,20,22,59,83,81,20,18,21,11,79,33,31,46,83,41,22,36,61,40,10,55,20,71,46,58,14,20,88,41,9,88,24,62,69,5,6,93,25,84,46,95,47,65,46,65,81,86,48,44,84,16,24,49,5,35,79,92,27,8,32,39,42,73,52,32,47,99,7,30,38,90,73,1,26,13,18,29,48,65,35,19,21,30,10,40,74,66,66,70,77,70,56,57,75,66,61,24,66,46,26,56,10,36,27,30,98,19,18,99,27,3,21,63,47,24,7,47,11,79,31,87,90,28,12,57,83,84,26,78,44,22,74,89,86,91,3,28,41,62,71,5,7,47,64,72,45,18,63,9,66,41,86,95,73,86,40,78,41,74,12,62,44,54,10,34,9,85,83,42,3,24,42,29,41,34,33,40,63,54,2,38,21,82,38,7,15,56,56,79,28,36,46,99,84,93,73,64,74,37,78,33,87,23,42,19,46,13,51,46,67,96,73,90,25,51,58,20,62,90,32,5,94,82,32
16,61,58,26,90,33,0,11,95,10,5,67,65,61,73,62,90,42,67,22,73,91,64,51,2,50,71,93,72,95,58,22,76,76,48,7,93,48,46,57,31,89,83,85,70,39,12,57,98,46,25,21,18,57,6,47,73,44,23,73,63,62,2,74,30,79,8,57,84,21,66,27,52,60,16,41,34,18,22,43,17,24,95,80,68,40,30,71,91,55,60,59,66,71,40,22,67,79,65,40,76,27,37,87,20,88,1,44,16,55,49,92,84,66,95,23,80,57,58,69,57,47,27,7,11,93,14,13,69,50,18,57,51,24,61,58,67,76,5,76,25,76,58,63,50,38,45,100,97,23,77,35,24,100,4,72,8,86,9,71,30,58,41,57,43,96,14,50,7,96,60,36,53,60,43,65,13,22,52,70,55,79,95,62,65,20,41,19,45,18,79,25,29,28,59,84,20,14,90,14,55,7,59,20,48,72,42,36,51,2,50,63,92,58,39,95,92,39,83,75,50,41,97,38,23,13,63,24,58,20,59,14,69,16,69,41,41,64,87,72,82,44,93,75,41,72,76,60,42,63,89,51,69,28,22,31,69,26,77,32,7,100,42,80,98,8,43,54,4,45,47,47,77,77,85,53,27,37,29,41,51,90,50,86,100,23,2,50,84,45,78,100,79,29,30,9,79,41,50,27,91,38,13,56,1,45,12,53,20,15,69,94,23,97,44,19,49,56,42,70,82,90,67,36,27,25,21,22,69,21,19,16,57,75,67,17,56,18,43,78,94,90,88,41,77,18,3,46,100,23,29,31,89,64,76,63,5,84,12,18,69,61,73,19,27,47,91,18,36,95,45,9,50,61,4,68,60,26,93,31,27,89,1,93,90,39,6,35,67,25,10,14,99,15,52,43,14,58,92,74,67,91,84,62,86,36,19,56,48,83,45,97,50,53,56,48,71,27,26,9,19,31,31,3,31,86,51,59,79,57,73,13,7,23,68,1,6,56,36,54,17,31,89,99,85,48,54,100,44,75,96,7,65,59,17,89,67,47,75,8,45,16,32,82,82,16,56,20,3,47,17,20,37,4,61,82,4,62,9,97,76,56,12,61,70,78,65,13,17,69,87,91,51,83,78,70,53,31,67,49
64,20,49,22,51,97,11,0,62,94,41,57,15,9,27,76,79,90,48,14,13,46,14,26,15,89,84,76,12,1,66,56,31,12,40,63,79,8,74,55,72,39,51,81,6,86,77,4,36,80,62,57,29,35,42,100,62,57,69,8,35,66,23,96,91,57,59,38,75,76,24,42,66,85,51,98,86,89,53,88,72,77,51,62,97,81,29,40,3,9,19,64,15,47,34,40,70,39,18,14,65,18,59,5,58,61,94,73,42,70,48,17,92,2,69,26,99,35,80,9,60,37,2,83,35,93,65,89,3,73,52,15,13,88,42,78,80,82,90,89,74,58,12,79,64,68,44,76,87,6,25,22,8,79,15,6,16,72,68,40,97,26,21,69,20,30,28,12,65,46,89,73,56,35,79,18,37,74,32,9,77,34,8,3,56,79,37,61,55,56,9,24,28,99,87,5,82,97,55,54,46,46,66,19,23,29,30,8,47,9,58,42,28,29,33,20,89,91,67,49,14,62,88,94,79,1,61,40,34,100,90,38,27,17,89,82,49,85,5,99,49,59,69,4,17,30,64,83,13,38,90,80,56,26,67,43,13,32,32,63,74,15,23,64,46,91,83,77,82,80,56,52,71,54,97,4,81,52,19,55,17,8,38,50,79,56,82,13,26,77,35,62,77,55,34,66,99,14,42,20,72,92,69,34,87,87,4,72,85,94,13,99,48,59,34,97,13,37,18,11,53,91,49,4,62,75,93,17,100,99,72,51,63,99,30,66,4,49,8,53,77,11,32,87,6,59,11,38,79,6,45,99,6,9,10,6,75,40,46,40,12,69,61,80,46,42,99,22,81,46,68,32,42,78,30,32,82,99,90,28,40,40,69,42,92,39,76,1,85,62,33,85,30,19,31,21,11,34,52,26,18,22,71,80,10,41,50,91,28,21,5,58,28,52,15,90,40,99,29,93,82,38,66,84,58,44,11,9,10,30,16,68,60,92,72,59,2,77,22,59,56,70,15,25,2,32,40,28,67,78,38,40,34,45,35,37,7,4,2,81,100,57,6,27,10,41,58,85,39,15,32,87,15,25,4,25,82,18,80,77,88,86,4,57,94,4,72,30,61,23,69,2,29,18,9,3,18,42,74,11
98,13,97,67,90,70,95,62,0,67,70,34,25,51,2,70,36,46,34,70,50,52,68,68,69,60,36,12,24,98,62,73,51,18,80,27,68,4,67,7,41,19,29,41,51,6,53,94,76,61,65,9,89,5,17,72,53,70,50,70,35,76,6,28,25,39,91,49,39,67,3,73,35,25,69,67,95,69,21,30,12,27,62,22,7,85,52,37,2,20,13,6,91,76,56,61,23,28,73,60,85,14,85,52,29,9,17,44,65,61,64,66,85,48,56,75,32,57,34,52,46,50,73,30,49,80,14,24,88,77,81,45,10,4,54,76,64,8,98,59,15,81,83,98,30,59,45,66,12,43,87,5,36,76,68,99,79,43,17,74,22,56,88,40,92,57,94,32,63,96,50,4,65,33,16,37,34,4,73,11,42,81,66,85,24,29,38,95,11,22,59,48,52,82,100,58,87,61,86,85,14,73,63,73,11,86,5,8,3,36,5,35,40,23,69,62,80,92,88,44,3,59,44,31,29,45,95,92,8,3,57,66,26,51,20,23,30,11,51,6,23,41,1,59,69,80,68,21,5,55,29,33,87,67,57,25,6,78,92,49,53,52,66,55,35,57,44,73,4,11,61,94,96,54,21,56,21,70,66,100,65,94,65,80,23,35,53,96,62,37,45,91,59,51,71,49,37,31,46,70,70,92,91,68,29,34,3,85,10,34,91,50,21,34,99,76,33,63,3,21,62,15,29,20,15,50,8,23,9,13,60,71,94,84,60,4,8,35,7,68,61,95,83,27,46,77,57,15,44,41,49,84,50,38,11,30,93,57,72,45,55,56,91,94,96,56,76,35,24,20,7,43,46,49,9,81,76,41,74,23,19,98,93,81,15,69,27,62,91,30,46,79,68,81,92,21,99,27,39,22,96,18,83,52,55,63,45,91,100,5,69,10,4,48,32,20,28,51,57,66,76,35,55,77,44,62,44,11,76,79,8,100,18,72,96,61,23,12,2,9,4,24,36,25,93,59,52,92,70,66,35,90,88,34,72,50,14,91,51,60,31,10,94,94,41,18,88,78,4,81,91,49,82,8,38,45,99,85,3,89,80,57,41,75,2,98,69,41,94,51,89,98,94,7,75,88,58,88,89,84
58,65,22,33,50,95,10,94,67,0,13,55,52,95,16,73,3,2,100,72,77,53,98,45,23,52,95,6,19,37,67,90,79,53,83,22,73,61,93,38,75,77,33,95,87,5,100,51,70,76,53,19,42,22,59,51,74,72,85,17,65,83,11,78,76,79,51,34,51,63,94,5,81,95,38,21,82,35,50,36,16,33,2,16,86,14,60,20,60,31,31,6,29,11,14,13,94,5,75,85,15,6,33,54,19,45,15,7,50,79,80,29,21,69,74,63,22,46,78,51,66,73,86,22,42,68,10,81,97,7,2,74,39,13,58,12,1,85,7,95,36,71,40,76,80,98,33,59,50,16,83,29,40,83,86,100,17,66,65,96,4,47,91,58,13,56,87,20,36,15,48,33,98,28,43,80,19,72,29,79,1,30,91,62,46,83,17,53,86,44,55,80,57,15,33,7,68,38,92,66,41,26,27,30,95,31,49,45,33,1,63,99,65,18,55,98,62,12,67,36,13,29,14,55,52,19,15,86,57,67,86,28,21,28,35,47,91,42,45,96,33,73,97,20,4,29,33,62,100,77,69,3,44,3,23,90,26,34,83,30,10,55,89,48,89,48,97,99,25,14,1,51,44,74,43,88,53,44,76,89,33,52,97,79,36,99,46,79,10,56,29,79,61,45,99,37,92,4,14,77,68,7,22,80,97,29,99,69,57,38,55,52,80,1,9,51,20,94,76,27,61,86,51,64,13,53,83,22,92,85,64,28,84,40,72,100,5,39,38,18,33,83,66,39,61,18,56,43,67,42,27,36,6,40,65,74,38,64,39,34,21,38,34,43,20,34,50,87,57,85,64,93,22,50,6,12,75,27,41,7,67,96,40,6,54,14,80,81,90,42,17,2,45,31,80,46,67,56,92,31,67,11,5,43,3,84,57,4,22,96,36,86,79,27,55,38,81,22,6,5,64,50,70,88,85,15,49,37,56,7,30,43,54,76,74,63,77,27,75,66,87,12,44,82,52,84,23,100,31,67,63,10,82,54,87,51,28,33,100,1,37,5,34,100,11,24,80,33,97,58,89,56,40,13,39,7,62,23,33,71,27,17,6,87,52,71,2,73,65,39,1,94,49,44,13,33,21,77,90,26
